ISDSA  2016	First International Symposium on Data Science and Applications	Milan, Italy
PAIS'2016	The 2nd International Conference on Pattern Analysis and Intelligent Systems	Khenchela, Algeria
SoDM 2016	Special Session on Data Mining (in conjunction with CIIS 2016)	Bandar Seri Begawan, Brunei
CIIS 2016	Computational Intelligence in Information Systems 	Bandar Seri Begawan, Brunei
SSCI 2016	2016 IEEE Symposium on Computational Intelligence in Dynamic and Uncertain Environments	Athens, Greece
SSDM 2017	The 2nd ECML/PKDD 2016 workshop on Statistically Sound Data Mining	Riva del Garda, Italy
BDTA 2016	7th EAI International Conference on Big Data Technologies and Applications	Seoul, South Korea
MIDAS 2016	The First Workshop on MIning DAta for financial applicationS @ECML-PKDD 2016	Riva del Garda, Italy
ISCMI 2016	3rd Intl. Conference on Soft Computing & Machine Intelligence	Dubai, UAE
ICDIM 2016	Eleventh International Conference on Digital Information Management	Porto, Portugal
SIMBig 2016	3rd Annual International Symposium on Information Management and Big Data	Cuzco, Peru
SSDM 2016	The 2nd ECML/PKDD Workshop on Statistically Sound Data Mining	Riva del Garda, Italy
MLSA 2016	Machine Learning and Data Mining for Sports Analytics (MLSA 16) @ ECML/PKDD 2016	Riva del Garda, Italy
UCC - IDP 2016	UCC - IDP 2016: The 5th International Workshop on Intelligent Data Processing	Shanghai, China
RTIS  2016	First International Conference on Real Time Intelligent Systems (RTIS 2016)	Beijing, China
MWDHealth 2016	The International Workshop on Mining Wearable Data for Healthcare 	Chicago, USA
AFRICOMM 2016	8th EAI International Conference on e‐Infrastructure and e‐Services for Developing Countries	Ouagadougou, West Africa
BigData 2016	The Third International Conference on Data Mining, Internet Computing, and Big Data	Selcuklu, Turkey
SNMAM 2016	Track on Social Network and Media Analysis and Mining	Cusco, Peru
TIME 2016	23rd International Symposium on Temporal Representation and Reasoning	Copenhagen, Denmark
ACIS 2016	The Fifth Asian Conference on Information Systems	Krabi, Thailand
COMPRAIL 2016	15th International Conference on Railway Engineering Design and Operation	Madrid, Spain
ICDM 2016	The IEEE International Conference on Data Mining	Barcelona, Spain
RTIS  2016	First International Conference on Real Time Intelligent Systems (RTIS 2016)	Beijing, China
LWDA/KDML 2016	Workshop on Knowledge Discovery, Data Mining and Machine Learning	Potsdam, Germany
EEML 2016	Third International Workshop on Experimental Economics and Machine Learning	Moscow, Russia
IJCRS 2016	International Joint Conference on Rough Sets	Santiago, Chile
IIP 2016	9th International Conference on Intelligent Infoemation Processing	Melbourne, Australia
IDEAL  2016	17th International Conference on Intelligent Data Engineering and Automated Learning	Yangzhou, China
DIPDMWC 2016	The Third International Conference on Digital Information Processing, Data Mining, and Wireless Communications	Moscow, Russia
CSPRED 2016	Computer-Supported Peer Review in Education	Raleigh, USA
EdRecSys 2016	International Workshop on Educational Recommender Systems	Omaha, USA
Infer 2016	International Workshop on Inference and Privacy in a Hyperconnected World	Darmstadt, Germany
DaMIS 2016	International Workshop on Data Mining on IoT Systems	London, UK
KACSTIT 2016	The 4th Saudi International Conference on Information Technology  (Big Data Analysis)	Riyadh, Saudi Arabia
ISMW FRUCT 2016	International FRUCT conference on Intelligence, Soсial Media and Web 	St. Petersburg, Russia
UrbComp 2016	The 5th International Workshop on Urban Computing (in conjuction with KDD'16)	San Francisco, USA
ODD 2016	KDD 2016 Workshop on Outlier Definition, Detection, and Description on Demand	San Francisco, USA
IDEA 2016	KDD 2016 Workshop on Interactive Data Exploration and Analytics (IDEA)	San Francisco, USA
EI-KDD 2016	KDD 2016 Workshop on Enterprise Intelligence	San Francisco, USA
MLG 2016	12th International Workshop on Mining and Learning with Graphs	San Francisco, USA
CD 2016	The 2016 ACM SIGKDD Workshop on Causal Discovery 	San Francisco, USA
AKTS 2016	Special Session on Innovative Applications for Knowledge Transfer Support	Druskininkai, Lithuania
DS 2016	19th International Conference on Discovery Science	Bari, Italy
EnGeoData 2016	Environmental and Geo-spatial Data Analytics - Special Session, DSAA	Montreal, Canada
DSAA 2016	IEEE DSAA: Third International Conference on Data Science and Advanced Analytics	Montreal, Canada
IEEE DSAA'2016	IEEE DSAA'2016: IEEE International Conference on Data Science and Advanced Analytics	Montreal, Canada
CCIA 2016	19 th International Conference of the Catalan Association for Artificial Intelligence	Barcelona, Spain
TGC@ICONIP 2016	Special session on Topological & Graph-based Clustering,	Kyoto, Japan
EANN  2016	17th International Conference on Engineering Applications of Neural Networks 	Aberdeen, UK
KES-MDA 2016	KES 2016 Invited Session on Machine Learning for Multimedia Data Analysis	York, UK
MHDW 2016	5th Mining Humanistic Data Workshop	Thessaloniki, Greece
SMLIR 2016	2nd Workshop on Tools and Technologies in Statistics, Machine Learning and  Information Retrieval 	Thessaloniki, Greece
IDA 2016	The 15th International Symposium on Intelligent Data Analysis	Stockholm, Sweden
ISCBI 2016	4th International Symposium on Computational and Business Intelligence	Olten, Switzerland
SNAA 2016	The 6th Workshop on Social Network Analysis in Applications	Davis, USA
ITBAM 2016	7th International Conference on Information Technology in Bio- and Medical Informatics	Porto, Portugal
ECML-PKDD 2016	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery	Riva del Garda, Italy
Big Data  2016	International Conference on Big Data	Alicante, Spain
